"";"";"";"";"";"";"";"Welchem Geschlecht fühlen Sie sich am ehesten zugehörig?";"In welchem Jahr sind Sie geboren?";"Was ist Ihr höchster Abschluss?";"In welchem Bundesland wohnen Sie?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Welche der folgenden Bundesregelungen zur Corona-Notbremse sind Ihnen bekannt?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Als wie effektiv schätzen Sie die Regelungen ein?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Inwieweit empfinden Sie die Regelungen als angemessen?";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Geben Sie an, inwieweit Sie sich an die von Ihnen als nicht nachvollziehbar eingestuften Regelungen halten.";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Ich halte mich selten bzw. nie an die ausgewählten Maßnahmen, weil...";"Bitte wählen Sie den Emoji aus, der Ihre aktuelle Gemütslage am ehesten widerspiegelt.";"Bitten geben Sie an, inwieweit die folgenden Aussagen in Anbetracht der derzeitigen Lage auf Sie zutreffen.";"Bitten geben Sie an, inwieweit die folgenden Aussagen in Anbetracht der derzeitigen Lage auf Sie zutreffen.";"Bitten geben Sie an, inwieweit die folgenden Aussagen in Anbetracht der derzeitigen Lage auf Sie zutreffen.";"Bitten geben Sie an, inwieweit die folgenden Aussagen in Anbetracht der derzeitigen Lage auf Sie zutreffen.";"Bitten geben Sie an, inwieweit die folgenden Aussagen in Anbetracht der derzeitigen Lage auf Sie zutreffen.";"Bitten geben Sie an, inwieweit die folgenden Aussagen in Anbetracht der derzeitigen Lage auf Sie zutreffen.";"Bitten geben Sie an, inwieweit die folgenden Aussagen in Anbetracht der derzeitigen Lage auf Sie zutreffen.";"Haben Sie sich bereits mit dem COVID-19-Virus infiziert?";"Wurden Sie gegen das COVID-19-Virus geimpft?";"Bitte geben Sie an, inwieweit Sie den folgenden Aussagen zustimmen.";"Bitte geben Sie an, inwieweit Sie den folgenden Aussagen zustimmen.";"Bitte geben Sie an, inwieweit Sie den folgenden Aussagen zustimmen.";"Bitte geben Sie an, inwieweit Sie den folgenden Aussagen zustimmen.";"Wie zufrieden waren Sie insgesamt mit der Corona-Politik?";"Hat die Bundesregierung Ihrer Meinung nach mit den Regelungen zur Bundesnotbremse und den damit verbundenen Maßnahmen richtig gehandelt?";"Welches Vorgehen befürworten Sie anstelle der Notbremse?";"Welches Vorgehen befürworten Sie anstelle der Notbremse?";"Hier ist Platz für Ihre Anmerkungen und Fragen.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"592";"weiblich";"2000";"Allgemeine Hochschulreife / Abitur";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"not quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"weniger effektiv";"weniger effektiv";"Gar nicht effektiv";"relativ effektiv";"relativ effektiv";"relativ effektiv";"Null";"Neutral";"relativ effektiv";"relativ effektiv";"relativ effektiv";"Neutral";"Zu strikt";"Zu strikt";"Genau richtig";"Zu locker";"Genau richtig";"Genau richtig";"Null";"Genau richtig";"Genau richtig";"Genau richtig";"Genau richtig";"Zu strikt";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Ja";"stimme eher zu";"stimme eher nicht zu";"stimme eher nicht zu";"stimme zu";"2";"Ja";"Null";"Null";"Null";"Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6905174,6912113,6898888";"Geflippt";"Geflippt";"HTML";"Null";"Null";"9f432bb4cde965f81d3ff8e3f7a801e4";"Deutsch";"Nicht bereinigt";"1623931552";"2021-06-17 12:05:52";"2021-06-17 12:15:44";"0000-00-00 00:00:00";"10";"33";"81";"546";"0";"251";"0";"554";"589";"388";"0";"0";"572";"592"
"50";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"453";"weiblich";"1995";"Fachhochschulreife";"Nordrhein-Westfalen";"quoted";"quoted";"not quoted";"quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"not quoted";"quoted";"quoted";"Gar nicht effektiv";"Gar nicht effektiv";"Null";"relativ effektiv";"Neutral";"weniger effektiv";"Null";"Null";"Gar nicht effektiv";"Null";"Neutral";"Gar nicht effektiv";"Zu strikt";"Zu strikt";"Null";"Genau richtig";"2";"2";"Null";"Null";"Zu strikt";"Null";"Zu strikt";"Zu strikt";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Ja";"stimme nicht zu";"stimme nicht zu";"stimme zu";"stimme zu";"sehr unzufrieden";"Nein";"Kurzen, strikten Lockdown (Bsp.: China, Australien)";"Null";"Null";"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36";"Null";"0";"0";"Null";"0";"6898876,6898877,6898877,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6905174,6905176,6912113,6898888";"Geflippt";"Geflippt";"HTML";"Null";"Null";"4779097049e5add8643b65c8da101611";"Deutsch";"Nicht bereinigt";"1623931576";"2021-06-17 12:06:16";"2021-06-17 12:13:49";"0000-00-00 00:00:00";"3";"203";"248";"394";"0";"298";"0";"406";"441";"323";"450";"0";"428";"453"
"52";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"320";"männlich";"1995";"Allgemeine Hochschulreife / Abitur";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"not quoted";"quoted";"not quoted";"not quoted";"quoted";"quoted";"relativ effektiv";"weniger effektiv";"Neutral";"Null";"Null";"relativ effektiv";"Null";"weniger effektiv";"Null";"Null";"Neutral";"Neutral";"2";"Zu strikt";"2";"Null";"Null";"Genau richtig";"Null";"2";"Null";"Null";"Genau richtig";"Genau richtig";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Nein";"Null";"Null";"Null";"Null";"2";"Nein";"Kurzen, strikten Lockdown (Bsp.: China, Australien)";"Null";"Geht's dir gut mach tut tut";"Mozilla/5.0 (Linux; arm_64; Android 8.0.0; WAS-TL10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 YaBrowser/21.3.4.59.00 SA/3 Mobile Safari/537.36";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6904242,6905174,6905176,6912113,6898888";"Geflippt";"Geflippt";"HTML";"Null";"Null";"7daf37b52ea23726a3f78a4f80cb9a42";"Deutsch";"Nicht bereinigt";"1623933253";"2021-06-17 12:34:13";"2021-06-17 12:39:33";"0000-00-00 00:00:00";"28";"59";"113";"263";"0";"159";"0";"270";"281";"211";"291";"0";"0";"320"
"53";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"819";"männlich";"1999";"Hauptschulabschluss";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"not quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"weniger effektiv";"relativ effektiv";"Gar nicht effektiv";"Null";"relativ effektiv";"Sehr effektiv";"0";"weniger effektiv";"Neutral";"weniger effektiv";"weniger effektiv";"weniger effektiv";"2";"Zu strikt";"Zu strikt";"Null";"Genau richtig";"Genau richtig";"Genau richtig";"Zu strikt";"Zu strikt";"2";"4";"2";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Nein";"Null";"Null";"Null";"Null";"2";"Nein";"Sonstige und zwar:";"Dänemark";"Null";"Mozilla/5.0 (Linux; Android 10; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6904242,6905174,6905176,6912113,6898888";"Nicht geflipped";"Geflippt";"HTML";"Null";"Null";"cba4f12249005c384bca76624a0cc825";"Deutsch";"Nicht bereinigt";"1623933975";"2021-06-17 12:46:15";"2021-06-17 12:59:54";"0000-00-00 00:00:00";"16";"50";"132";"741";"0";"509";"0";"747";"769";"610";"816";"0";"0";"819"
"57";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"637";"weiblich";"1999";"Allgemeine Hochschulreife / Abitur";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"relativ effektiv";"Neutral";"relativ effektiv";"weniger effektiv";"weniger effektiv";"Sehr effektiv";"Sehr effektiv";"Sehr effektiv";"relativ effektiv";"Sehr effektiv";"weniger effektiv";"Sehr effektiv";"Genau richtig";"2";"Genau richtig";"4";"4";"Genau richtig";"Genau richtig";"Genau richtig";"4";"Genau richtig";"4";"Genau richtig";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Ja";"stimme zu";"stimme zu";"stimme eher nicht zu";"teils-teils";"4";"Ja";"Null";"Null";"Null";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6904242,6905174,6912113,6898888";"Geflippt";"Nicht geflipped";"HTML";"Null";"Null";"200c812846ece7c50d9a790eeeab9cb5";"Deutsch";"Nicht bereinigt";"1623937767";"2021-06-17 13:49:27";"2021-06-17 14:00:04";"0000-00-00 00:00:00";"87";"108";"130";"317";"0";"178";"0";"322";"634";"267";"0";"0";"629";"637"
"60";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"463";"weiblich";"1996";"Bachelorabschluss";"Nordrhein-Westfalen";"quoted";"quoted";"not quoted";"quoted";"not quoted";"quoted";"quoted";"quoted";"not quoted";"quoted";"quoted";"quoted";"relativ effektiv";"Neutral";"Null";"Sehr effektiv";"Null";"Sehr effektiv";"Neutral";"relativ effektiv";"Null";"weniger effektiv";"Neutral";"relativ effektiv";"2";"Zu strikt";"Null";"4";"Null";"Genau richtig";"Genau richtig";"Genau richtig";"Null";"Zu strikt";"4";"Genau richtig";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Ja";"stimme zu";"stimme nicht zu";"stimme nicht zu";"stimme zu";"4";"Ja";"Null";"Null";"Null";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Safari/537.36";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6905174,6912113,6898888";"Geflippt";"Nicht geflipped";"HTML";"Null";"Null";"8084b057d77811679dacd51fbe9d4ca1";"Deutsch";"Nicht bereinigt";"1623938035";"2021-06-17 13:53:55";"2021-06-17 14:01:38";"0000-00-00 00:00:00";"22";"51";"120";"381";"0";"181";"0";"391";"431";"302";"0";"0";"414";"463"
"61";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"419";"weiblich";"2000";"Allgemeine Hochschulreife / Abitur";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"quoted";"quoted";"relativ effektiv";"Gar nicht effektiv";"Gar nicht effektiv";"Null";"Null";"relativ effektiv";"Neutral";"Null";"Null";"relativ effektiv";"relativ effektiv";"relativ effektiv";"2";"Zu strikt";"2";"Null";"Null";"Genau richtig";"Genau richtig";"Null";"Null";"Genau richtig";"Genau richtig";"Genau richtig";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Weiß ich nicht";"Ja";"stimme zu";"stimme eher zu";"teils-teils";"teils-teils";"neutral";"Nein";"Kurzen, strikten Lockdown (Bsp.: China, Australien)";"Null";"Null";"Mozilla/5.0 (Linux; Android 10; SM-A750FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6905174,6905176,6912113,6898888";"Geflippt";"Nicht geflipped";"HTML";"Null";"Null";"23c74a4834b33ea559a441e8e19551db";"Deutsch";"Nicht bereinigt";"1623938168";"2021-06-17 13:56:08";"2021-06-17 14:03:07";"0000-00-00 00:00:00";"51";"68";"119";"359";"0";"203";"0";"366";"406";"253";"417";"0";"391";"419"
"62";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"245";"weiblich";"2000";"Allgemeine Hochschulreife / Abitur";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"quoted";"quoted";"relativ effektiv";"Neutral";"Gar nicht effektiv";"Null";"Null";"Sehr effektiv";"relativ effektiv";"Null";"Null";"weniger effektiv";"relativ effektiv";"relativ effektiv";"2";"Zu strikt";"Zu strikt";"Null";"Null";"Genau richtig";"Genau richtig";"Null";"Null";"2";"Genau richtig";"Zu strikt";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Ja";"stimme zu";"teils-teils";"stimme eher nicht zu";"stimme eher nicht zu";"2";"Ja";"Null";"Null";"Null";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6905174,6912113,6898888";"Geflippt";"Geflippt";"HTML";"Null";"Null";"881665f350c39e2513fa40c3748bf7d2";"Deutsch";"Nicht bereinigt";"1623938547";"2021-06-17 14:02:27";"2021-06-17 14:06:32";"0000-00-00 00:00:00";"4";"22";"59";"208";"0";"106";"0";"215";"243";"137";"0";"0";"233";"245"
"65";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"264";"weiblich";"1997";"Bachelorabschluss";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"quoted";"quoted";"weniger effektiv";"relativ effektiv";"Gar nicht effektiv";"relativ effektiv";"Sehr effektiv";"Sehr effektiv";"relativ effektiv";"Null";"Null";"Neutral";"Sehr effektiv";"Neutral";"Zu strikt";"2";"Genau richtig";"Zu strikt";"Genau richtig";"Genau richtig";"4";"Null";"Null";"2";"Genau richtig";"2";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Ja";"teils-teils";"stimme nicht zu";"stimme nicht zu";"stimme eher zu";"neutral";"Ja";"Null";"Null";"Null";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6905174,6912113,6898888";"Nicht geflipped";"Geflippt";"HTML";"Null";"Null";"ee7da6289b5c38bbdb0855b24568899f";"Deutsch";"Nicht bereinigt";"1623939769";"2021-06-17 14:22:49";"2021-06-17 14:27:13";"0000-00-00 00:00:00";"13";"30";"80";"223";"0";"125";"0";"228";"261";"176";"0";"0";"247";"264"
"67";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"1065";"weiblich";"1999";"Allgemeine Hochschulreife / Abitur";"Nordrhein-Westfalen";"not quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"quoted";"quoted";"Null";"Gar nicht effektiv";"Neutral";"Null";"Null";"Sehr effektiv";"relativ effektiv";"Null";"Null";"relativ effektiv";"relativ effektiv";"Sehr effektiv";"Null";"Zu strikt";"2";"Null";"Null";"Genau richtig";"Genau richtig";"Null";"Null";"2";"Genau richtig";"2";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Weiß ich nicht";"Ja";"stimme eher zu";"teils-teils";"stimme nicht zu";"teils-teils";"2";"Nein";"Kurzen, strikten Lockdown (Bsp.: China, Australien)";"Null";"Am frustrierendsten sind die zahlreichen Masken-Skandale und die negative Einstellung gegenüber der Wissenschaft und wissenschaftlichen Prognosen der Politik. Es wurden auch oft zu wenig Masken/Tests/Impfungen gekauft. Das alles sind Punkte, in denen die Politik Verantwortung trägt und dieser nicht gerecht wird. Gleichzeitig erwartet die Politik von uns Bürgern jedoch unserer Verantwortung gerecht zu werden und alle Regeln einzuhalten und teilweise auch die Fehler der Politik glattzubügeln.";"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A725F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36";"Null";"0";"0";"Null";"0";"6898876,6898877,6898877,6898877,6898877,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6905174,6905176,6912113,6898888";"Nicht geflipped";"Nicht geflipped";"HTML";"Null";"Null";"89cc1fa1145fdff3d50d6a9575e7111e";"Deutsch";"Nicht bereinigt";"1623942323";"2021-06-17 15:05:23";"2021-06-17 15:23:08";"0000-00-00 00:00:00";"42";"551";"605";"769";"0";"662";"0";"775";"813";"702";"822";"0";"794";"1065"
"68";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"196";"weiblich";"1991";"Fachhochschulreife";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"not quoted";"not quoted";"not quoted";"quoted";"quoted";"quoted";"relativ effektiv";"Gar nicht effektiv";"weniger effektiv";"Null";"Null";"relativ effektiv";"Null";"Null";"Null";"Neutral";"weniger effektiv";"Gar nicht effektiv";"Zu strikt";"Zu strikt";"Zu strikt";"Null";"Null";"Genau richtig";"Null";"Null";"Null";"2";"Genau richtig";"Zu strikt";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Ja";"stimme eher zu";"teils-teils";"teils-teils";"stimme eher nicht zu";"2";"Ja";"Null";"Null";"Null";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6905174,6912113,6898888";"Geflippt";"Nicht geflipped";"HTML";"Null";"Null";"c1396324990c997739636d1f8cf4ed86";"Deutsch";"Nicht bereinigt";"1623942552";"2021-06-17 15:09:12";"2021-06-17 15:12:28";"0000-00-00 00:00:00";"14";"38";"66";"155";"0";"99";"0";"160";"193";"124";"0";"0";"179";"196"
"69";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"863";"weiblich";"1996";"Allgemeine Hochschulreife / Abitur";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"quoted";"quoted";"not quoted";"quoted";"quoted";"quoted";"Gar nicht effektiv";"Gar nicht effektiv";"weniger effektiv";"Null";"Null";"Neutral";"Neutral";"Gar nicht effektiv";"Null";"relativ effektiv";"weniger effektiv";"weniger effektiv";"Zu strikt";"Zu strikt";"Zu strikt";"Null";"Null";"Genau richtig";"Genau richtig";"Zu strikt";"Null";"Genau richtig";"Genau richtig";"Zu strikt";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Nein";"Null";"Null";"Null";"Null";"sehr unzufrieden";"Nein";"Sonstige und zwar:";"Sinnvolle Regeln erstellen! ";"Null";"Mozilla/5.0 (Linux; Android 10; Redmi Note 8T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6904242,6905174,6905176,6912113,6898888";"Nicht geflipped";"Geflippt";"HTML";"Null";"Null";"5c7cad2b476029c018adfeb98520e4ad";"Deutsch";"Nicht bereinigt";"1623942800";"2021-06-17 15:13:20";"2021-06-17 15:27:43";"0000-00-00 00:00:00";"510";"528";"568";"814";"0";"645";"0";"820";"833";"721";"861";"0";"0";"863"
"70";"0";"Kein Tester";"Beendet (31)";"6898888";"Null";"286";"weiblich";"1998";"Allgemeine Hochschulreife / Abitur";"Nordrhein-Westfalen";"quoted";"quoted";"quoted";"not quoted";"not quoted";"quoted";"not quoted";"not quoted";"not quoted";"quoted";"not quoted";"quoted";"relativ effektiv";"weniger effektiv";"weniger effektiv";"Null";"Null";"Sehr effektiv";"Null";"Null";"Null";"Gar nicht effektiv";"Null";"Gar nicht effektiv";"2";"Zu strikt";"Zu strikt";"Null";"Null";"Genau richtig";"Null";"Null";"Null";"2";"Null";"2";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Nein";"Ja";"stimme zu";"teils-teils";"stimme nicht zu";"stimme eher nicht zu";"neutral";"Ja";"Null";"Null";"Null";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1";"Null";"0";"0";"Null";"0";"6898876,6898877,6898878,6904232,6904243,6898880,6898881,6904237,6905236,6905237,6904242,6905174,6912113,6898888";"Nicht geflipped";"Nicht geflipped";"HTML";"Null";"Null";"c5960c6c2063e26e057928c3ff9ee490";"Deutsch";"Nicht bereinigt";"1623943709";"2021-06-17 15:28:29";"2021-06-17 15:33:15";"0000-00-00 00:00:00";"9";"49";"102";"228";"0";"139";"0";"237";"278";"168";"0";"0";"265";"286"
